Question ID,Subject,Topic,Subtopic
Q002518,Current Affairs,Nobel Peace Prize,"Nobel Peace Prize, 2020"
Q002519,Art & Culture,Indian Culture,Indian film actor
Q002520,Geography,Coastal Security,Indian beaches Blue Flag certification
Q002521,Current Affairs,National,Ghar Tak Fiber Scheme
Q002522,Indian Polity,Union Government,Quadrilateral Security Dialogue
Q002523,Indian Economy,Development,Fifth BRICS Culture Ministers’ Meeting
Q002524,Geography,Rivers,ASEAN Summit
Q002525,Indian Economy,Development,Human Capital Index
Q002526,Current Affairs,Science & Technology,Operation MAGA
Q002527,Geography,Countries,Nuclear Power Plant
Q002528,Indian Polity,International Organisations,International Labour Organisation’s Governing Body
Q002529,Current Affairs,Development,Operation My Saheli
Q002530,Geography,Countries,Largest Indian Population
Q002531,General Mental Ability & CSAT,Coding-Decoding,Parliament Building Bid
Q002532,Indian Polity,National Commission for Women,Head of National Commission for Women
Q002533,General Mental Ability & CSAT,Coding-Decoding,"According to the 2020 report on ease of doing business, India has improved its ranking"
Q002534,Indian Economy,Development,PM Kusum Yojana
Q002535,Indian Economy,Banking,Top 100 Banks of India
Q002536,Indian Economy,Banking,Ministry of Defence - Credit Targets
Q002537,Indian Economy,Development,NIRVIK Scheme
Q002538,Indian Economy,Budget,PM Awas Yojana - Key Schemes
Q002539,Indian Polity,International Relations,First Arab Country to Sign Peace Agreement with Israel
Q002540,History of India,Constitutional Development,Citizenship (Amendment) Act passed
Q002541,Geography,Infrastructure Projects,13th Major Port of India
Q002542,History of India,Personalities,Kamala Harris's Ancestral Village
Q002543,Geography,Wildlife Sanctuaries,Salim Ali Bird Sanctuary
Q002544,Geography,Geographical Locations,Salim Ali Bird Sanctuary Location
Q002545,Geography,Rivers,Kosi River
Q002546,History of Bihar,Sher Shah Suri,Administrative Reforms
Q002547,Indian Economy,Development,Beej Bachao Andolan
Q002548,Indian Polity,Union Government,Competition Commission of India
Q002549,Current Affairs,Science & Technology,National Statistics Day
Q002550,Geography,Rivers,Indus River
Q002551,Indian Polity,Union Government,Regional Comprehensive Economic Partnership
Q002552,Indian Polity,Union Government,China
Q002553,Current Affairs,Science & Technology,Track 1.5 Diplomacy
Q002554,Indian Economy,Development,Mekong Ganga Cooperation
Q002555,General Mental Ability & CSAT,Rivers,Ahmedabad-Gujarat
Q002556,Indian Polity,Union Government,Megan Hayton
Q002557,Geography,Rivers,Kosi-Mechi Link Project
Q002558,Indian Polity,Union Government,International Boxing Federation
Q002559,Indian Economy,Banking,Shane Watson
Q002560,Geography,Rivers,India’s first Dolphin Observatory
Q002561,Geography,Rivers,Bihar’s first Ramsar Site
Q002562,General Science,Biology,International Boxing Federation
Q002563,Current Affairs,Science & Technology,"FIDE first ever Online Chess Olympaid, 2020"
Q002564,General Mental Ability & CSAT,Coding-Decoding,Max Verstappen
Q002565,General Mental Ability & CSAT,Coding-Decoding,Max Verstappen hosted ‘One More Thing’
Q002566,General Mental Ability & CSAT,Thinkers,I am no Messiah
Q002567,General Mental Ability & CSAT,Ranking & Ordering,HDI 2019 ranking of the following countries
Q002568,Society,Thinkers,A Gallery of Rascals
Q002569,Geography,Industries,Ikea
Q002570,History of India,Olympics,2020 Summer Olympics
Q002571,General Science,Chemistry,Periodic Table
Q002572,Indian Polity,Constitution,Triple Talaq
Q002573,Current Affairs,Science & Technology,BRICS Summit 2019
Q002574,History of India,Biographies,Mukund Padmanabhan
Q002575,Indian Economy,Development,Mandal Dam Project
Q002576,Geography,Districts,Megalithic Site Documentation
Q002577,Current Affairs,International,OIC Summit 2019
Q002578,Geography,Countries,Paraguay
Q002579,Geography,Capitals,Paraguay Capital
Q002580,Geography,UN Environment Assembly,UNEA-4
Q002581,General Mental Ability & CSAT,Coding-Decoding,the specific coding technique THIS question uses
Q002582,Indian Polity,Bihar Legislature,Chief Minister of Goa
Q002583,Current Affairs,Science & Technology,International Gandhi Peace Prize for 2018
Q002584,Geography,Minerals,camel hospital
Q002585,Current Affairs,Science & Technology,"Men's Singles of the YONEX All England Open Badminton Championships, 2019"
Q002586,Current Affairs,Science & Technology,Chandrayaan-2 spacecraft launch from India
Q002587,Indian Economy,Agriculture,second fastest batsman to score 25 countries in the test format after Sir Don Bradman
Q002588,Geography,North Bihar,Chandrayaan-2 launch state
Q002589,Indian Polity,Union Government,Conservative Party to be the Prime Minister of the UK
Q002590,Current Affairs,International,Coordination Bureau of Non-Aligned Movement (NAM) Ministerial-Meeting 2019
Q002591,Indian Polity,Bihar Administration,Permanent Representative of India in the UN before Syed Akbaruddin
Q002592,General Mental Ability & CSAT,Blood Relations,version of VVPAT machine
Q002593,Geography,Rivers,Kosi River
Q002594,Current Affairs,Science & Technology,Chandrayaan-2 Lander
Q002595,Indian Economy,Banking,State Bank of India
Q002596,Current Affairs,Science & Technology,Meghdoot App
Q002597,Indian Polity,Social Issues,Mob Lynching
Q002598,Indian Economy,Industry,Private Train
Q002599,Society,Sports,Deepa Malik (Para-sports)
Q002600,Indian Polity,Awards,Padma Shri (Deepa Malik)
Q002601,Indian Polity,Governance,Cabinet Secretary
Q002602,Current Affairs,International,G-20 Summit (2022) - India
Q002603,Current Affairs,Science & Technology,IIT Bombay Student (Trackman) - Dhanbad
Q002604,Society,Sports,Bhagirathi Devi (Weightlifting) – Padma Shri 2019}]} 1.  {
Q002605,Geography,Rivers,Kosi River
Q002606,History of Bihar,Sher Shah Suri,Administrative Reforms
Q002607,History of India,Bhakti Movement,Vallabhacharya
Q002608,History of India,Harshavardhana,Relationship with Tibetan Buddhism
Q002609,Current Affairs,Science & Technology,Ramon Magsaysay Award - Dr. Rattan Lal Sati
Q002610,Current Affairs,Science & Technology,Jal Jeevan Mission - 2024
Q002611,Current Affairs,Development,Jal Jeevan Mission
Q002612,Miscellaneous,Miscellaneous,Julian Assange
Q002613,Current Affairs,Science & Technology,G-20 Summit - 2019
Q002614,Current Affairs,Science & Technology,Varuna Naval Exercise - India & Japan
Q002615,History of India,Arjuna Award,1961
Q002616,Indian Polity,Internal Security,Cybersecurity
Q002617,Current Affairs,National,Aung San Suu Kyi
Q002618,Indian Economy,Banking,NAFTA
Q002619,Current Affairs,International,Mobilize You City
Q002620,Current Affairs,International,Panini Language Laboratory
Q002621,Current Affairs,International,Human Organ Transplanatation Law
Q002622,Geography,Countries,Emmerson Mnangagwa
Q002623,Current Affairs,Political Events,Emergency declaration
Q002624,Current Affairs,Health,Polio outbreak
Q002625,Current Affairs,Sports,Cricket Asia Cup
Q002626,Current Affairs,Sports,18th Asian Games 2018 (Jakarta) - Medal tally
Q002627,Indian Economy,Development,Atal Bhujal Yojana - World Bank approval amount
Q002628,Geography,Civilizations,Indus Valley Civilization - Rainfall duration
Q002629,Environment & Ecology,Forestry,India Forest Status Report 2018
Q002630,General Mental Ability & CSAT,Champaran Satyagraha,Brother-sister
Q002631,Geography,District-wise Geography,Swachh Survekshan Grameen 2018
Q002632,Indian Economy,Development,Largest Insurance Scheme
Q002633,General Science,Science & Technology,Indian Railway University
Q002634,General Mental Ability & CSAT,Coding-Decoding,JIMEX 2018
Q002635,General Mental Ability & CSAT,Coding-Decoding,Air Pollution Control System ‘VAYU’
Q002636,Bihar Economy,Infrastructure,Chief Minister Nitish Kumar’s development schemes
Q002637,Bihar Polity & Governance,Bihar Administration,Deputy Chief Minister Sushil Modi’s Start-up Hub
Q002638,Bihar Polity & Governance,Bihar Government Schemes,Neel Ke Dhabbe book unveiling
Q002639,Indian Economy,Industries,Electric Locomotive Engine
Q002640,Bihar Polity & Governance,Bihar Government Schemes,Swachhagrahis National Convention
Q002641,Geography,Major Infrastructure Projects,NDMA mock drill CBRN airport
Q002642,Indian Polity,Union Government,Governor Reserve Bank of India
Q002643,Indian Economy,Banking,CEO NITI Aayog
Q002644,Indian Economy,Development,Smart cities renewable energy
Q002645,Current Affairs,Science & Technology,Mahmoud Abu Zeid UNESCO World Press Freedom Prize
Q002646,History of India,International Relations,Harimau Shakti 2018 India-Bangladesh military exercise
Q002647,Indian Economy,Development,Unnat Bharat Abhiyan Union Ministry
Q002648,Current Affairs,Science & Technology,Google India 360º VR video Incredible India
Q002649,Geography,Cities,India's first nationwide food archeology conference 'Archaeobroma'
Q002650,Indian Economy,Development,World Press Freedom Index 2018 rank
Q002651,General Mental Ability & CSAT,Coding-Decoding,India's rank in WPFI 2018
Q002652,General Mental Ability & CSAT,Miscellaneous,State with most number of beggars Ministry of Social Justice
Q002653,Bihar Economy,Infrastructure,Solar-powered health centres
Q002654,History of India,Sports,Men’s 25 m Rapid Fire Pistol Event
Q002655,Bihar Polity & Governance,Bihar Government Schemes,Airport Authority of India (AAI) agreement
Q002656,Geography,North Bihar,Fully covered tribal habitations with safe drinking water
Q002657,Current Affairs,Science & Technology,GSAT-6A satellite
Q002658,Current Affairs,Environment,International Day of Forests theme
Q002659,Indian Polity,Union Government,President of Egypt
Q002660,Art & Culture,Bihar Culture,J.C. Daniel Award
Q002661,Indian Economy,Industry,Mobile phone production position
Q002662,Bihar Economy,Social Welfare Schemes,Rupashree Scheme
Q002663,History of Bihar,Social Movements,Think Tank on Framework for National Policy on E-Commerce
Q002664,Current Affairs,Bihar Current Affairs,NITI Aayog Atal New India Challenge
Q002665,Current Affairs,National,South Korea-Tourism Cooperation
Q002666,Indian Economy,Development,Newton-Bhabha Fund-Ganga River Basin
Q002667,Current Affairs,Science & Technology,International Solar Alliance-ISA Pact
Q002668,Indian Economy,Banking,Civil Nuclear Cooperation
Q002669,Current Affairs,International,SACEP-South Asian Seas Region
Q002670,Geography,Rivers,ICFRE Headquarters Location
Q002671,Indian Polity,Union Government,RBI Governor
Q002672,History of India,US Politics,Donald Trump-Presidential Nominee
Q002673,Indian Economy,Development,Sustainable Development Goals Index 2016 Rank
Q002674,Current Affairs,International,Hague Code of Conduct-Member Countries
Q002675,Current Affairs,Literature,Nobel Prize in Literature 2016 Winner
Q002676,Indian Polity,United Nations,Secretary General of the United Nations
Q002677,Geography,Rivers,Kosi-Mechi Link Project
Q002678,History of Bihar,Champaran Satyagraha,Open Defecation Free State
Q002679,Indian Economy,Banking,Newest member of the Eurozone
Q002680,Indian Polity,Union Government,Head of state of the United Kingdom
Q002681,Bihar Economy,Bihar Budget,MAA program launched by federal ministry
Q002682,Geography,Industries,Textile University set up in a State
Q002683,Indian Economy,Development,Fiscal deficit target of India for 2016-17
Q002684,Current Affairs,Science & Technology,Maitree joint military exercise with the United Kingdom
Q002685,Indian Economy,Banking,Train safety system launched by Indian Railways
Q002686,Current Affairs,Sports,Davis Cup Tennis Tournament winner
Q002687,Geography,Physiographic Divisions,Laser Interferometer Gravitational-Wave Observatory (LIGO) laboratory in a State
Q002688,Current Affairs,Science & Technology,Rio Olympics 2016 gold medal winner
Q002689,Current Affairs,Science & Technology,Rio Olympics
Q002690,Current Affairs,National,Kabaddi World Cup
Q002691,History of India,Athletes,Gautam Gambhir
Q002692,Current Affairs,Awards,Rabindra Nath Tagore
Q002693,Indian Economy,Sports,Mahendra Singh Dhoni
Q002694,Geography,Pipelines,Iran-Pakistan Gas Pipeline
Q002695,Indian Economy,Banking,UPI
Q002696,Current Affairs,Sports,FIFA World Cup 2022
Q002697,General Science,Biology,Deepa Malik
Q002698,Indian Economy,Social Welfare,Mental Health Policy
Q002699,Current Affairs,Government Schemes,Saansad Adarsh Gram Yojana
Q002700,History of Bihar,Important Personalities,Bihar Congress Hyderabad
Q002701,Current Affairs,National,Indo-US military exercise ‘Yudh Abhyas 2014’
Q002702,Indian Polity,Non-constitutional Bodies,Political parties winning seats in the 16th Lok Sabha
Q002703,Indian Economy,Development,"Lal Bahadur Shastri National Award for excellence in Public Administration, Academics and Management"
Q002704,Indian Economy,Banking,7th Central Pay Commission Chairman
Q002705,Indian Economy,Development,"Justice J. S. Verma Committee's Report, 2013"
Q002706,Current Affairs,Science & Technology,Nobel Prize for Literature 2014
Q002707,Geography,International,Country making military service compulsory for adult males
Q002708,Indian Economy,Development,"Theme of Global Financial Development Report, 2014"
Q002709,Current Affairs,Science & Technology,Time magazine’s list of 25 most influential teens of 2014
Q002710,Current Affairs,International,BRICS summit 2015
Q002711,Indian Polity,International,UN Security Council membership
Q002712,Current Affairs,International,"Angola, Malaysia, New Zealand, Spain and Venezuela serving in the UN Security Council"
Q002713,Indian Economy,Development,Human Development Index
Q002714,Current Affairs,Science & Technology,Cricket
Q002715,Current Affairs,Sports,Champions League T-20
Q002716,History of India,Indian National Movement,17th Asian Games
Q002717,History of India,Sports,Wrestling
Q002718,Current Affairs,Sports,Commonwealth Games
Q002719,Current Affairs,Sports,Australian Open Tennis
Q002720,Current Affairs,Sports,SAFF Tournament
Q002721,Indian Economy,Development,HDR 2014
Q002722,Indian Economy,Agriculture,Oilseeds Production 2013-14
Q002723,Current Affairs,International Relations,Recognition of Palestine
Q002724,Current Affairs,International Relations,EU Country Recognition of Palestine
Q002725,Geography,Rivers,Kosi River
Q002726,Indian Polity,Union Government,Sports Awards
Q002727,History of India,Mahajanapadas,Prince of Wales Cup
Q002728,Indian Economy,Banking,ISLFTA
Q002729,Indian Polity,Constitutional Bodies,"SAFTA, CECA, SAPTA"
Q002730,History of India,World War II,Atomic Bomb
Q002731,Indian Polity,Political Parties,A. Raja
Q002732,Bihar Polity & Governance,Bihar Administration,AIIMS Institute
Q002733,Indian Economy,Economic Sectors,Political Party Wealth
Q002734,Bihar Polity & Governance,Bihar Legislative Assembly,2010 Election Comparison
Q002735,Current Affairs,International,Underwater Meeting
Q002736,Geography,Countries,Finland Rank
Q002737,General Mental Ability & CSAT,Coding-Decoding,Ranking
Q002738,History of India,Mauryan Empire,Ashoka
Q002739,Geography,Rivers,Indus River
Q002740,Indian Polity,Constitution,Fundamental Rights
Q002741,Indian Economy,Development,Sarva Shiksha Abhiyan
Q002742,Indian Economy,Banking,RBI
Q002743,Current Affairs,Science & Technology,Chandrayaan-1
Q002744,Art & Culture,Indian Culture,Yoga
Q002745,General Mental Ability & CSAT,Biosciences,Dr. CNR Rao
Q002746,Current Affairs,Sports,Commonwealth Games 2010
Q002747,Indian Economy,Energy,Per Capita Energy Consumption
Q002748,Indian Economy,Agriculture,Green Revolution
Q002749,Current Affairs,2G Spectrum,Telecom
Q002750,Indian Economy,Banking,Rajdhani Trains
Q002751,Geography,Rivers,Minimum Age for Census
Q002752,Bihar Economy,Employment,AVAHAN Program
Q002753,Indian Polity,Union Government,International Court of Justice
Q002754,Current Affairs,Science & Technology,Diabetes Day
Q002755,Geography,Biogeography,Research Centers in Antarctica
Q002756,Geography,Rivers,Kosi-Mechi Link Project
Q002757,History of Bihar,Sher Shah Suri,Doot Dak Seva
Q002758,History of India,Telecommunications,First Appearance of Telephone in India
Q002759,Indian Polity,President of India,Mrs. Pratibha Patil
Q002760,Bihar Economy,Scheduled Castes,Number of Castes after Amendment 2007
Q002761,History of India,Indian National Movement,2007 World Hindi Conference
Q002762,Indian Economy,Banking,Fortune magazine richest person 2007
Q002763,Geography,Rivers,Benazir Bhutto death location
Q002764,Bihar Polity & Governance,Bihar-specific Governance,SEZ policy Nandi village
Q002765,Bihar Economy,Employment,Chhapra constituency Lok Sabha elections 2004
Q002766,Indian Polity,Constitution,Indian hockey team Asia Cup 2007 captain
Q002767,Internal Security,Terrorism,Border Security Force establishment
Q002768,Geography,Location and Boundaries,Naval Air Station “Garuda” location
Q002769,Indian Economy,Industries,Bharat Dynamics Limited Center location
Q002770,General Mental Ability & CSAT,Coding-Decoding,G-8 member countries
Q002771,General Mental Ability & CSAT,Mathematical & Symbol Operations,China's news agency name
Q002772,Miscellaneous,China,China's News Agency
Q002773,General Mental Ability & CSAT,Coding-Decoding,Word Puzzle
Q002774,History of India,Mauryan Empire,Founding of Universities
Q002775,Indian Economy,Banking,Bharat Ratna Awardees
Q002776,General Science,Physics,Pulitzer Prize
Q002777,Art & Culture,Sports,Radha Mohan Cup
Q002778,History of India,British Rule,Winston Churchill
Q002779,Indian Polity,United Nations,Permanent Members of UNSC
Q002780,Indian Economy,Development,ASEAN
Q002781,Current Affairs,Naxalism,Spread of Naxalism
Q002782,Geography,G-8 Group,Member Countries
Q002783,Indian Polity,LTTE,Sri Lankan Tamil Tigers
Q002784,Indian Polity,G15,Group of Fifteen
Q002785,Indian Polity,Constitution,Article
Q002786,Indian Economy,Banking,Mobile Courts
Q002787,Current Affairs,Science & Technology,India-US Nuclear Treaty
Q002788,Indian Economy,Fiscal Policy,Euro Introduction
Q002789,Indian Economy,Development,World Bank Report
Q002790,Indian Polity,Local Government,Bangladesh Women Seats
Q002791,Indian Economy,Agriculture,Village on Wheels
Q002792,Current Affairs,International,Malaysia Prime Minister Visit
Q002793,History of Bihar,Sher Shah Suri,Emergency Declaration
Q002794,Current Affairs,International,India-US Summit 2004
Q002795,Indian Polity,Union Government,Secretary General of UN
Q002796,Current Affairs,International,13th NAM Meeting Kuala Lumpur
Q002797,Current Affairs,National,NATO (North Atlantic Treaty Organization) leaders meeting in November 2002
Q002798,History of India,Post-Mauryan India,Delegation of Indian Parliament visiting China in January 2003
Q002799,Indian Economy,Development,"Group-7 meeting of rich countries held in Deauville, France"
Q002800,Current Affairs,Science & Technology,"Second summit meeting of ASEAN held in October, 2003, India's representation"
Q002801,History of India,Harshavardhana,Delegation of Indian Parliament visited China in January 2003
Q002802,Geography,Indian Monsoon,Supreme leader of China
Q002803,Bihar Polity & Governance,Bihar Government Schemes,Goa Cabinet dismissal
Q002804,Current Affairs,National,Elections held for the President of Afghanistan
Q002805,Geography,North Bihar,State with Election Commission issue regarding vote counting in February 2005
Q002806,Bihar Polity & Governance,Bihar Legislature,Governor of Jharkhand
Q002807,Indian Polity,Union Government,Speaker of the Lok Sabha
Q002808,Indian Economy,Banking,Finance Minister of India
Q002809,Indian Polity,Constitution,Articles
Q002810,History of India,Mahajanapadas,Magadha
Q002811,Indian Polity,Union Government,Chief Election Commissioner
Q002812,History of India,Buddhism,Ashoka
Q002813,Indian Economy,External Sector,Balance of Payments
Q002814,General Mental Ability & CSAT,Logical Reasoning,Deductive Reasoning
Q002815,Current Affairs,Science & Technology,Space Missions
Q002816,Indian Polity,Federalism,Centre-State Relations
Q002817,History of India,Revolt of 1857,Mangal Pandey
Q002818,Indian Economy,Development,Five Year Plans
Q002819,Indian Polity,Panchayati Raj,Gram Sabha
Q002820,Indian Economy,Banking,Reserve Bank of India
Q002821,Indian Polity,Constitutional Bodies,Rajya Sabha
Q002822,Indian Polity,Union Government,Political Parties
Q002823,Bihar Polity & Governance,Bihar Legislature,Chief Justice Patna High Court
Q002824,Bihar Polity & Governance,Bihar Administration,Panchayati Raj Minister
Q002825,Indian Polity,Local Government,Leader of Opposition Bihar Legislative Council
Q002826,Indian Polity,Constitutional Development,Bihar Legislative Assembly Seats
Q002827,Indian Economy,Development,Political Party Seats Legislative Council
Q002828,History of India,Bharti Munde,Indian Economic Crisis
Q002829,Current Affairs,International,Taliban Afghanistan Name Change
Q002830,Current Affairs,Science & Technology,US Open Men’s Single Grand Slam 2021
Q002831,General Science,Biology,Covishield Vaccine Manufacturer
Q002832,Geography,Infrastructure,CPEC Project
Q002833,Current Affairs,Bihar Current Affairs,"India’s first ‘Kisan Rail’ started its journey on 8<sup>th</sup> August, 2020 between which of the following two stations?"
Q002834,Bihar Polity & Governance,Important Personalities,"Who from Bihar has been conferred the Padma Bhushan Award on 26<sup>th</sup> January, 2021?"
Q002835,Bihar Economy,Bihar Budget,"How many from Bihar were conferred the Padma Shri Award in different fields on 26<sup>th</sup> January, 2021?"
Q002836,Bihar Polity & Governance,Important Personalities,"Who from Bihar was conferred the Padma Shri Award for great contribution in the field of Medicine on 26<sup>th</sup> January, 2021?"
Q002837,History of India,Indian National Movement,Who from Bihar had received the Param Vir Chakra’ for exemplary bravery in 1971 Indo-Pak War?
Q002838,Art & Culture,Bihar Culture,Who among the following from Bihar has received and Dadasaheb Phalke Award?
Q002839,Current Affairs,National,"Which Indian journalist and media personality, a native of Bihar, has received the Magsaysay Award for the year 2019?"
Q002840,Society,Bihar Society,Which poor girl from Bihar is the receipient of the “Women’s Creativity in Rural Life Award” conferred by the Women’s World Summit Foundation for uplifting her community?
Q002841,History of India,Buddhism & Jainism,"The Fifth International Dharma-Dhamma conference was organized by India Foundation in collaboration with Nalanda University on 27- 28 July, 2019 in which of the following towns/ cities?"
Q002842,Current Affairs,Science & Technology,"In total, how many medals India won in Tokyo Paralympics held in August and September 2021?"
Q002843,Geography,Disaster Management,What is ‘Central Vista Redevelopment Project’?
Q002844,Indian Polity,Governance,"'Good Governance Day’, which commemorates the birth anniversary of India’s fromer Prime Minister Atal Bihari Vajpayee, is celebrated every year on :"
Q002845,Geography,Rivers,Kosi River
Q002846,Indian Economy,Development,One Nation One Ration Card
Q002847,Indian Economy,Development,Mission Indradhanush
Q002848,History of India,Mauryan Empire,Ashoka
Q002849,Geography,Biodiversity,Tree City of the World
Q002850,Indian Economy,Development,World Air Quality Report
Q002851,Indian Polity,Awards,Rajiv Gandhi Khel Ratna Award
Q002852,General Science,Sports,Tokyo Olympics Gold Medals
Q002853,Indian Economy,Development,Mars Mission
Q002854,Geography,Countries,UAE
Q002855,Indian Polity,International Relations,QUAD
Q002856,Indian Polity,Nobel Prizes,Nobel Peace Prize
Q002857,Geography,Rivers,Kosi River
Q002858,Bihar Polity & Governance,Bihar Government Schemes,Doorstep Delivery of Services Scheme
Q002859,History of Bihar,Sher Shah Suri,Sher Shah Suri's Rule
Q002860,Art & Culture,Bihar Culture,Bharat Mata Temple
Q002861,Indian Economy,Development,Stree Swabhiman Initiative
Q002862,General Mental Ability & CSAT,Coding-Decoding,Coding-Decoding Puzzle
Q002863,Current Affairs,Science & Technology,"World Future Energy Summit, 2018"
Q002864,Geography,World Rankings,"World Happiness Index, 2018"
Q002865,Indian Economy,Development,Turning Promises into Action : Gender Equality in the 2030 Agenda for Sustainble Development
Q002866,Current Affairs,Humanitarian Issues,Operation Rohingya
Q002867,Current Affairs,International Relations,International Year of
Q002868,Geography,World Rankings,NATO Membership
Q002869,Current Affairs,National,Same-sex marriage in Ireland
Q002870,Current Affairs,Science & Technology,UNESCO Intangible Cultural Heritage
Q002871,Current Affairs,National,India-France Agreement
Q002872,Indian Polity,Bihar,Mufti M. Sayeed Award
Q002873,Bihar Economy,Industry,Electronic Cigarettes Ban
Q002874,Bihar Polity & Governance,Law and Order,Safe City Surveillance Scheme
Q002875,Art & Culture,Literature,Gender Literature Festival
Q002876,Indian Polity,State Government,Commonwealth Parliamentary Association Conference
Q002877,Geography,International,32<sup>nd</sup> Summer Olympic Games
Q002878,Current Affairs,Sports,Para Athlete Gold Medal
Q002879,History of India,Biography,Indira Gandhi Book
Q002880,Society,Social Issues,Conflicts of Interest Book
Q002881,Indian Polity,Constitution,VVPAT
Q002882,Indian Economy,Banking,National Rail and Transportation University
Q002883,Geography,Ports,Kandla Port
Q002884,Geography,Ports,VVPAT
Q002885,Indian Polity,Constitutional Bodies,High Court
Q002886,Geography,Geomorphology,Underwater Cave
Q002887,Indian Economy,Development,Human Development Report 2005
Q002888,History of India,Harshavardhana,L.J.P.'s condition
Q002889,History of India,Dr. A.P.J. Abdul Kalam,Chronological Order as President
Q002890,General Mental Ability & CSAT,Blood Relations,Sandeep Pandey - Magsaysay Award
Q002891,History of India,Suhrawardy Brothers,Indonesia's forced leave
Q002892,History of India,Indian Independence Movement,Arundhati Roy - Booker Company Award
Q002893,Current Affairs,National,Olympic Games
Q002894,History of India,Mahajanapadas,Political Leaders
Q002895,History of India,Harshavardhana,Succession
Q002896,General Mental Ability & CSAT,Blood Relations,Family Relationships
Q002897,Geography,Rivers,Kosi River
Q002898,History of Bihar,Sher Shah Suri,Administrative Reforms
Q002899,History of India,Bhakt Movement,Religious Figures
Q002900,History of India,Mughal Empire,Mughal Rulers
Q002901,Current Affairs,Science & Technology,World Social Forum
Q002902,Indian Economy,Fiscal Policy,Fiscal Deficit
Q002903,Indian Economy,Banking,Controller of Insurance
Q002904,General Mental Ability & CSAT,Coding-Decoding,Logical Reasoning
Q002905,Indian Polity,Constitution,Articles of the Constitution
Q002906,Current Affairs,Science & Technology,World Heritage Day
Q002907,History of India,Buddhism,Ashoka
Q002908,Indian Economy,Development,Bharat Ratna Awards
Q002909,History of India,Bhakt Movement,Rabindranath Tagore
Q002910,History of India,Business & Industry,J.R.D. Tata
Q002911,Indian Polity,Federalism,Two Party System
Q002912,General Mental Ability & CSAT,Coding-Decoding,CTBT
Q002913,Indian Economy,Banking,Diesel Extraction
Q002914,Geography,Rivers,Dam Water Usage
Q002915,General Mental Ability & CSAT,Time and Work,Clock Hands Alignment
Q002916,General Mental Ability & CSAT,Blood Relations,Coding-Decoding - Clock Problem
Q002917,General Mental Ability & CSAT,Classification & Odd One Out,Triangles in a figure
Q002918,History of India,Vedic Age,Rituals
Q002919,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic
Q002920,Geography,Rivers,Kosi River
Q002921,General Mental Ability & CSAT,Blood Relations,Family Relationships
Q002922,General Mental Ability & CSAT,Coding-Decoding,Word-based Coding
Q002923,General Mental Ability & CSAT,Age Problems,Relative Age Problems
Q002924,History of India,Mauryan Empire,Ashoka
Q002925,General Mental Ability & CSAT,Mathematical & Symbol Operations,Number Series
Q002926,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic Series
Q002927,Mathematics — Mains,Arithmetic,Arithmetic Progression
Q002928,General Mental Ability & CSAT,Coding-Decoding,Word-based Coding
Q002929,General Mental Ability & CSAT,Classification & Odd One Out,How many triangles are there in the following figure PQRS?
Q002930,General Mental Ability & CSAT,Mathematical & Symbol Operations,"If ÷ means +, - means ÷, × means - and + means ×, then the value 𝑖𝑖"
Q002931,Geography,Direction,"Gaurav walks 20 metres towards North He then turns left and walks 40 metres, He again turns left and walks 20 metres, Further, he moves 20 metres after turning to the right. How far is he from his original position?"
Q002932,General Mental Ability & CSAT,Blood Relations,How far is he from his original position
Q002933,General Mental Ability & CSAT,Odd One Out,Gaurav
Q002934,General Mental Ability & CSAT,Mathematical & Symbol Operations,Find the missing number from the given options :
Q002935,General Mental Ability & CSAT,Odd One Out,Select the missing number from the given options :
Q002936,General Mental Ability & CSAT,Coding-Decoding,"In the following number series, what should come in place of question mark (?)"
Q002937,General Mental Ability & CSAT,Age Problems,Find the missing number from the given options :
Q002938,General Mental Ability & CSAT,Odd One Out,Read the given statement and conclusion carefully. Consider which of the following conclusion logically follows from the statement. Statement : In a one day cricket match the team scored a total of 200 runs out of which 160 runs were scored by spinners. Conclusion : 1. 80% of the players in the team were spinners. 2. The opening batsman was a spinner. Choose the correct answer.
Q002939,General Mental Ability & CSAT,Coding-Decoding,"In a code language, if GREAT is written as 718222620 and MONK is written as 13121411, then how will VIGOROUS be written in the same language?"
Q002940,General Mental Ability & CSAT,Mathematical & Symbol Operations,"Find the odd one out from the following sets : Q,W,Z,B B,H,K,M W,C,G,J M,S,V,X"
Q002941,General Mental Ability & CSAT,Coding-Decoding,Arithmetic symbol-substitution puzzles
Q002942,General Mental Ability & CSAT,Coding-Decoding,"If + means x, x means -, ÷ means + and - means ÷, then 175-25÷5+20×3+10 = ?"
Q002943,General Mental Ability & CSAT,Direction Sense,T travels to the right of Q
Q002944,General Mental Ability & CSAT,Puzzles,"A company has four branches located at M, N, O and P. M is 4 km north of N; P is 2 km south of O; N is 1 km south-east of O. What is the distance between M and P in km?"
Q002945,General Mental Ability & CSAT,Mathematical & Symbol Operations,"Find the missing number in the given series following the same pattern: 15, 20, 32, 62, 118, 248, ?"
Q002946,General Mental Ability & CSAT,Mathematical & Symbol Operations,How will the word 'MADE' be written in the same code language? (GAME' is written as '$ ÷ * %' and 'BEAD' is written as '#% ÷ ×')
